,value,Target,taxa,CAZy.ID,pathway_completeness_abundance,pathway_capacity
25944,3.2.1.31,Heparan Sulfate,Streptococcus pyogenes,GH1,1,4.64590972834113
25945,3.2.1.31,Heparan Sulfate,Shigella flexneri,GH1,1,4.38421820190403
25946,3.2.1.31,Heparan Sulfate,Streptococcus pyogenes,GH1,1,4.64590972834113
25947,3.2.1.31,Heparan Sulfate,Lactobacillus sakei,GH1,1,3.9063651650561
25948,3.2.1.31,Heparan Sulfate,Stackebrandtia nassauensis,GH1,1,2.7054078848331
25949,3.2.1.31,Heparan Sulfate,Sebaldella termitidis,GH1,1,2.8999787863234103
25950,3.2.1.31,Heparan Sulfate,Ruminiclostridium cellulolyticum,GH30,1,4.26150962751106
25951,3.2.1.31,Heparan Sulfate,Bacillus licheniformis,GH1,1,2.9216934811712
25952,3.2.1.31,Heparan Sulfate,Caldicellulosiruptor bescii,GH1,1,3.1257373908135895
25953,3.2.1.31,Heparan Sulfate,Nakamurella multipartita,GH1,1,2.61757467666433
25954,3.2.1.31,Heparan Sulfate,Tolumonas auensis,GH1,1,3.2484379906167797
25955,3.2.1.31,Heparan Sulfate,Kitasatospora setae,GH1,1,2.8978496090872206
25956,3.2.1.31,Heparan Sulfate,Streptococcus uberis,GH1,1,4.2091536391304
25957,3.2.1.31,Heparan Sulfate,Chloroflexus aurantiacus,GH1,1,1.3437634164532801
25958,3.2.1.31,Heparan Sulfate,Lachnoclostridium phytofermentans,GH1,1,4.4406206293143
25959,3.2.1.31,Heparan Sulfate,Bacteroides xylanisolvens,GH30,1,5.75584866860618
25960,3.2.1.31,Heparan Sulfate,Conexibacter woesei,GH30,1,2.9921799492336603
25961,3.2.1.31,Heparan Sulfate,Catenulispora acidiphila,GH30,1,2.8865341235953905
25962,3.2.1.31,Heparan Sulfate,Haliangium ochraceum,GH30,1,2.9062750286402403
25963,3.2.1.31,Heparan Sulfate,Sanguibacter keddieii,GH30,1,2.85570130833601
25964,3.2.1.31,Heparan Sulfate,Butyrivibrio proteoclasticus,GH2,1,4.21337592324907
25965,3.2.1.31,Heparan Sulfate,Saccharophagus degradans,GH2,0,2.10550242228245
25966,3.2.1.31,Heparan Sulfate,Escherichia coli,GH2,1,4.951896640835541
25967,3.2.1.31,Heparan Sulfate,Acholeplasma laidlawii,GH30,1,3.5210631121610296
25968,3.2.1.31,Heparan Sulfate,Bacteroides thetaiotaomicron,GH30,1,5.668359111645381
25969,3.2.1.31,Heparan Sulfate,Lachnoclostridium phytofermentans,GH30,1,4.4406206293143
25970,3.2.1.31,Heparan Sulfate,Bifidobacterium animalis,GH30,1,4.3260319423846205
25971,3.2.1.31,Heparan Sulfate,Leptotrichia buccalis,GH1,1,3.23467462200215
25972,3.2.1.31,Heparan Sulfate,Exiguobacterium sp.,GH1,1,3.6040414012016297
25973,3.2.1.31,Heparan Sulfate,Shewanella amazonensis,GH1,1,2.21211605016398
25974,3.2.1.31,Heparan Sulfate,Faecalibacterium prausnitzii,GH1,1,5.70310455655676
25975,3.2.1.31,Heparan Sulfate,Streptococcus pneumoniae,GH1,1,3.8980096134335898
25976,3.2.1.31,Heparan Sulfate,Streptomyces coelicolor,GH2,1,1.75848197891152
25977,3.2.1.31,Heparan Sulfate,Lactobacillus acidophilus,GH2,1,4.39104361631789
25978,3.2.1.31,Heparan Sulfate,Fibrobacter succinogenes,GH2,1,3.40359112339068
25979,3.2.1.31,Heparan Sulfate,Salmonella gallinarum,GH1,1,3.38467302358042
25980,3.2.1.31,Heparan Sulfate,Thermoanaerobacter pseudethanolicus,GH1,1,3.37065589369722
25981,3.2.1.31,Heparan Sulfate,Salmonella agona,GH1,1,3.5887480315112996
25982,3.2.1.31,Heparan Sulfate,Tolumonas auensis,GH1,1,3.2484379906167797
25983,3.2.1.31,Heparan Sulfate,Streptococcus pneumoniae,GH1,1,3.8980096134335898
25984,3.2.1.31,Heparan Sulfate,Methylorubrum extorquens,CBM57,1,2.8904997794518597
25985,3.2.1.31,Heparan Sulfate,Bacteroides xylanisolvens,CBM57,1,5.75584866860618
25986,3.2.1.31,Heparan Sulfate,Leadbetterella byssophila,CBM57,1,3.6983600067135
25987,3.2.1.31,Heparan Sulfate,Micromonospora aurantiaca,CBM57,1,2.65674751315687
25988,3.2.1.31,Heparan Sulfate,Burkholderia pseudomallei,GH79,1,3.9321976701050496
25989,3.2.1.31,Heparan Sulfate,Clostridium beijerinckii,GH2,1,4.1721923270502295
25990,3.2.1.31,Heparan Sulfate,Vibrio cholerae,GH2,1,2.40198353735233
25991,3.2.1.31,Heparan Sulfate,Burkholderia sp.,GH2,1,3.1851209730448105
25992,3.2.1.31,Heparan Sulfate,Agrobacterium radiobacter,GH2,1,2.77307739788969
25993,3.2.1.31,Heparan Sulfate,Kineococcus radiotolerans,GH2,1,3.03645741994958
25994,3.2.1.31,Heparan Sulfate,Bacteroides thetaiotaomicron,GH2,1,5.668359111645381
25995,3.2.1.31,Heparan Sulfate,Shigella sp.,GH2,1,1.5658355985438999
25996,3.2.1.31,Heparan Sulfate,Frankia inefficax,GH2,1,2.92194199410919
25997,3.2.1.31,Heparan Sulfate,Sanguibacter keddieii,GH2,1,2.85570130833601
25998,3.2.1.31,Heparan Sulfate,Geobacillus sp.,GH2,1,3.64830473035353
25999,3.2.1.31,Heparan Sulfate,Streptococcus sanguinis,GH1,1,4.26066005904769
26000,3.2.1.31,Heparan Sulfate,Clostridium botulinum,GH1,1,4.05397480666556
26001,3.2.1.31,Heparan Sulfate,Streptomyces coelicolor,GH2,1,1.75848197891152
26002,3.2.1.31,Heparan Sulfate,[Ruminococcus] torques,GH2,1,5.49545959111035
26003,3.2.1.31,Heparan Sulfate,Bacteroides fragilis,GH2,1,5.3304405525083
26004,3.2.1.31,Heparan Sulfate,Dyadobacter fermentans,GH2,1,3.41798356307307
26005,3.2.1.31,Heparan Sulfate,Brevundimonas subvibrioides,GH2,1,2.5254862740124504
26006,3.2.1.31,Heparan Sulfate,Gramella forsetii,GH2,1,3.3118484505669703
26007,3.2.1.31,Heparan Sulfate,Xanthomonas axonopodis,GH2,1,1.90226110578444
26008,3.2.1.31,Heparan Sulfate,Xanthomonas axonopodis,GH2,1,1.90226110578444
26009,3.2.1.31,Heparan Sulfate,Nocardioides sp.,GH1,1,2.5287326529694303
26010,3.2.1.31,Heparan Sulfate,Clostridioides difficile,GH1,1,5.0399653062844
26011,3.2.1.31,Heparan Sulfate,Bacillus subtilis,GH1,1,3.0206492310500597
26012,3.2.1.31,Heparan Sulfate,Burkholderia ambifaria,GH1,1,2.82251976837784
26013,3.2.1.31,Heparan Sulfate,Escherichia coli,GH2,1,4.951896640835541
26014,3.2.1.31,Heparan Sulfate,Butyrivibrio fibrisolvens,GH2,1,4.0796753423388
26015,3.2.1.31,Heparan Sulfate,Vibrio vulnificus,GH2,0,1.6258698866676202
26016,3.2.1.31,Heparan Sulfate,Pectobacterium carotovorum,GH1,1,3.14644261114384
26017,3.2.1.31,Heparan Sulfate,Dickeya dadantii,GH1,1,3.17305321355402
26018,3.2.1.31,Heparan Sulfate,Thermotoga petrophila,GH2,0,1.9066184025601203
26019,3.2.1.31,Heparan Sulfate,Clostridium acetobutylicum,GH1,0,1.97012823445052
26020,3.2.1.31,Heparan Sulfate,Frankia sp.,GH1,1,2.89027335739317
26021,3.2.1.31,Heparan Sulfate,Bacteroides fragilis,GH2,1,5.3304405525083
26022,3.2.1.31,Heparan Sulfate,Spirosoma linguale,GH2,1,3.53504920678062
26023,3.2.1.31,Heparan Sulfate,Listeria welshimeri,GH1,1,3.1649870925538397
26024,3.2.1.31,Heparan Sulfate,Streptococcus pyogenes,GH1,1,4.64590972834113
26025,3.2.1.31,Heparan Sulfate,Micromonospora aurantiaca,GH1,1,2.65674751315687
26026,3.2.1.31,Heparan Sulfate,Meiothermus ruber,GH1,1,2.3752265757022597
26027,3.2.1.31,Heparan Sulfate,Streptococcus dysgalactiae,GH2,1,3.64352502583433
26028,3.2.1.31,Heparan Sulfate,Streptococcus thermophilus,GH2,1,3.2381812750938703
26029,3.2.1.31,Heparan Sulfate,Bifidobacterium bifidum,GH2,1,5.0138339650387005
26030,3.2.1.31,Heparan Sulfate,Shigella boydii,GH2,1,4.46740066481724
26031,3.2.1.31,Heparan Sulfate,Escherichia coli,GH2,1,4.951896640835541
26032,3.2.1.31,Heparan Sulfate,Bacillus velezensis,GH1,1,3.00759183073709
26033,3.2.1.31,Heparan Sulfate,Escherichia coli,GH1,1,4.951896640835541
26034,3.2.1.31,Heparan Sulfate,Rhodopseudomonas palustris,GH1,1,2.9869192115646803
26035,3.2.1.31,Heparan Sulfate,Dyadobacter fermentans,GH1,1,3.41798356307307
26036,3.2.1.31,Heparan Sulfate,Hahella chejuensis,GH1,0,2.20484460903575
26037,3.2.1.31,Heparan Sulfate,Escherichia coli,GH2,1,4.951896640835541
26038,3.2.1.31,Heparan Sulfate,Geobacillus sp.,GH2,1,3.64830473035353
26039,3.2.1.31,Heparan Sulfate,Rhizobium leguminosarum,GH2,1,2.7656644968592
26040,3.2.1.31,Heparan Sulfate,Bacteroides thetaiotaomicron,GH2,1,5.668359111645381
26041,3.2.1.31,Heparan Sulfate,Coraliomargarita akajimensis,GH2,1,3.0183552613307403
26042,3.2.1.31,Heparan Sulfate,Clostridium saccharolyticum,GH2,1,5.056490176339469
26043,3.2.1.31,Heparan Sulfate,Cupriavidus necator,GH2,1,2.92002847559825
26044,3.2.1.31,Heparan Sulfate,Streptococcus thermophilus,GH2,1,3.2381812750938703
26045,3.2.1.31,Heparan Sulfate,Lactobacillus plantarum,GH2,1,3.4832886780958905
26046,3.2.1.31,Heparan Sulfate,Escherichia coli,GH2,1,4.951896640835541
26047,3.2.1.31,Heparan Sulfate,Novosphingobium aromaticivorans,GH2,0,0.7665646972674259
26048,3.2.1.31,Heparan Sulfate,Escherichia coli,GH2,1,4.951896640835541
26049,3.2.1.31,Heparan Sulfate,Faecalibacterium prausnitzii,GH2,1,5.70310455655676
26050,3.2.1.31,Heparan Sulfate,Thermotoga naphthophila,GH2,1,2.30188335116755
26051,3.2.1.31,Heparan Sulfate,Escherichia coli,GH2,1,4.951896640835541
26052,3.2.1.31,Heparan Sulfate,Xanthomonas campestris,GH2,1,2.8363215345072503
26053,3.2.1.31,Heparan Sulfate,Klebsiella pneumoniae,GH2,1,3.52749946072475
26054,3.2.1.31,Heparan Sulfate,Lactobacillus delbrueckii,GH2,1,4.3305389815812
26055,3.2.1.31,Heparan Sulfate,Faecalibacterium prausnitzii,GH2,1,5.70310455655676
26056,3.2.1.31,Heparan Sulfate,Streptococcus equi,GH2,1,3.49121082104918
26057,3.2.1.31,Heparan Sulfate,Burkholderia pseudomallei,GH2,1,3.9321976701050496
26058,3.2.1.31,Heparan Sulfate,Cupriavidus pinatubonensis,GH2,1,3.1646627409203303
26059,3.2.1.31,Heparan Sulfate,Escherichia coli,GH2,1,4.951896640835541
26060,3.2.1.31,Heparan Sulfate,Caldicellulosiruptor saccharolyticus,GH2,1,3.08250230944543
26061,3.2.1.31,Heparan Sulfate,Caldanaerobacter subterraneus,GH1,1,3.0909588771891294
26062,3.2.1.31,Heparan Sulfate,Rhodobacter sphaeroides,GH1,1,2.42388557621298
26063,3.2.1.31,Heparan Sulfate,Bacteroides thetaiotaomicron,GH2,1,5.668359111645381
26064,3.2.1.31,Heparan Sulfate,Clostridium beijerinckii,GH1,1,4.1721923270502295
26065,3.2.1.31,Heparan Sulfate,Shewanella baltica,GH1,1,2.27325869503842
26066,3.2.1.31,Heparan Sulfate,Streptomyces scabiei,GH1,1,2.58395741874664
26067,3.2.1.31,Heparan Sulfate,Spirochaeta thermophila,GH1,1,3.4127553157188304
26068,3.2.1.31,Heparan Sulfate,Clostridium botulinum,GH1,1,4.05397480666556
26069,3.2.1.31,Heparan Sulfate,Bradyrhizobium diazoefficiens,GH1,1,3.16683422685352
26070,3.2.1.31,Heparan Sulfate,Lactococcus lactis,GH1,1,4.5353188775982005
26071,3.2.1.31,Heparan Sulfate,Enterobacter sp.,GH1,1,4.15664583602409
26072,3.2.1.31,Heparan Sulfate,Bacillus subtilis,GH30,1,3.0206492310500597
26073,3.2.1.31,Heparan Sulfate,Lachnoclostridium phytofermentans,GH30,1,4.4406206293143
26074,3.2.1.31,Heparan Sulfate,Catenulispora acidiphila,GH30,1,2.8865341235953905
26075,3.2.1.31,Heparan Sulfate,Saccharophagus degradans,GH30,0,2.10550242228245
26076,3.2.1.31,Heparan Sulfate,Ruminococcus champanellensis,GH30,1,5.0062965603294005
26077,3.2.1.31,Heparan Sulfate,Edwardsiella tarda,GH1,1,3.1490097081871404
26078,3.2.1.31,Heparan Sulfate,Sanguibacter keddieii,GH1,1,2.85570130833601
26079,3.2.1.31,Heparan Sulfate,Salinispora tropica,GH1,1,2.51207408270967
26080,3.2.1.31,Heparan Sulfate,Klebsiella pneumoniae,GH1,1,3.52749946072475
26081,3.2.1.31,Heparan Sulfate,Nakamurella multipartita,GH1,1,2.61757467666433
26082,3.2.1.31,Heparan Sulfate,Enterobacter sp.,GH1,1,4.15664583602409
26083,3.2.1.31,Heparan Sulfate,Sanguibacter keddieii,GH1,1,2.85570130833601
26084,3.2.1.31,Heparan Sulfate,Bacteroides fragilis,GH2,1,5.3304405525083
26085,3.2.1.31,Heparan Sulfate,Bacillus subtilis,GH1,1,3.0206492310500597
26086,3.2.1.31,Heparan Sulfate,Dickeya dadantii,GH1,1,3.17305321355402
26087,3.2.1.31,Heparan Sulfate,Rhizobium meliloti,GH1,1,2.88751945185931
26088,3.2.1.31,Heparan Sulfate,Bacteroides fragilis,GH2,1,5.3304405525083
26089,3.2.1.31,Heparan Sulfate,Jonesia denitrificans,GH1,1,2.9363381901608396
26090,3.2.1.31,Heparan Sulfate,Shewanella denitrificans,GH1,0,2.0601538666330304
26091,3.2.1.31,Heparan Sulfate,Enterobacter sp.,GH1,1,4.15664583602409
26092,3.2.1.31,Heparan Sulfate,Streptococcus dysgalactiae,GH1,1,3.64352502583433
26093,3.2.1.31,Heparan Sulfate,Salinispora arenicola,GH1,1,2.4616967147545896
26094,3.2.1.31,Heparan Sulfate,Lactobacillus rhamnosus,GH1,0,0.9085083231820479
26095,3.2.1.31,Heparan Sulfate,Sphingopyxis alaskensis,GH2,1,2.50144259340225
26096,3.2.1.31,Heparan Sulfate,Lactobacillus crispatus,GH1,1,3.9118347306094905
26097,3.2.1.31,Heparan Sulfate,Curvibacter putative,GH1,0,1.1399142828274
26098,3.2.1.31,Heparan Sulfate,Salmonella choleraesuis,GH1,1,3.39968317192766
26099,3.2.1.31,Heparan Sulfate,Lactococcus lactis,GH1,1,4.5353188775982005
26100,3.2.1.31,Heparan Sulfate,Enterobacter sp.,GH1,1,4.15664583602409
26101,3.2.1.31,Heparan Sulfate,Clavibacter michiganensis,GH1,1,3.01942261166098
26102,3.2.1.31,Heparan Sulfate,Escherichia coli,GH1,1,4.951896640835541
26103,3.2.1.31,Heparan Sulfate,Meiothermus ruber,GH1,1,2.3752265757022597
26104,3.2.1.31,Heparan Sulfate,Lactobacillus plantarum,GH1,1,3.4832886780958905
26105,3.2.1.31,Heparan Sulfate,Pectobacterium carotovorum,GH1,1,3.14644261114384
26106,3.2.1.31,Heparan Sulfate,Arthrobacter sp.,GH1,1,2.78892272476573
26107,3.2.1.31,Heparan Sulfate,Herpetosiphon aurantiacus,GH1,1,2.46721973706614
26108,3.2.1.31,Heparan Sulfate,Paenibacillus polymyxa,GH1,1,3.72719395517451
26109,3.2.1.31,Heparan Sulfate,Rhizobium etli,GH2,1,2.8013917811185403
26110,3.2.1.31,Heparan Sulfate,Beutenbergia cavernae,GH2,1,2.7427122192020805
26111,3.2.1.31,Heparan Sulfate,Kocuria rhizophila,GH2,1,2.82945570595365
26112,3.2.1.31,Heparan Sulfate,Yersinia pestis,GH2,1,3.43316780461944
26113,3.2.1.31,Heparan Sulfate,Listeria welshimeri,GH1,1,3.1649870925538397
26114,3.2.1.31,Heparan Sulfate,Streptococcus suis,GH1,1,4.75869111023251
26115,3.2.1.31,Heparan Sulfate,Lactococcus lactis,GH1,1,4.5353188775982005
26116,3.2.1.31,Heparan Sulfate,Chloroherpeton thalassium,GH2,0,1.73046928231652
26117,3.2.1.31,Heparan Sulfate,Roseburia intestinalis,GH2,1,5.494855325243269
26118,3.2.1.31,Heparan Sulfate,Chitinophaga pinensis,GH2,1,3.13218186064423
26119,3.2.1.31,Heparan Sulfate,Escherichia coli,GH2,1,4.951896640835541
26120,3.2.1.31,Heparan Sulfate,Roseburia intestinalis,GH2,1,5.494855325243269
26121,3.2.1.31,Heparan Sulfate,Ruminococcus champanellensis,GH1,1,5.0062965603294005
26122,3.2.1.31,Heparan Sulfate,Listeria welshimeri,GH1,1,3.1649870925538397
26123,3.2.1.31,Heparan Sulfate,Rhodobacter sphaeroides,GH1,1,2.42388557621298
26124,3.2.1.31,Heparan Sulfate,Clostridium beijerinckii,GH1,1,4.1721923270502295
26125,3.2.1.31,Heparan Sulfate,Lactococcus lactis,GH1,1,4.5353188775982005
26126,3.2.1.31,Heparan Sulfate,Streptococcus pneumoniae,GH1,1,3.8980096134335898
26127,3.2.1.31,Heparan Sulfate,Streptococcus suis,GH1,1,4.75869111023251
26128,3.2.1.31,Heparan Sulfate,Tolumonas auensis,GH1,1,3.2484379906167797
26129,3.2.1.31,Heparan Sulfate,Pseudarthrobacter chlorophenolicus,GH1,1,2.7413600039242594
26130,3.2.1.31,Heparan Sulfate,Mesoplasma florum,GH1,1,3.52674967225101
26131,3.2.1.31,Heparan Sulfate,Gloeobacter violaceus,GH1,1,2.99179354186849
26132,3.2.1.31,Heparan Sulfate,Sorangium cellulosum,GH1,1,2.50258378723307
26133,3.2.1.31,Heparan Sulfate,Desulfotalea psychrophila,GH1,1,3.1982730430209907
26134,3.2.1.31,Heparan Sulfate,Rhodoferax ferrireducens,GH1,1,2.97610080853971
26135,3.2.1.31,Heparan Sulfate,Lactobacillus paracasei,GH1,1,4.03996324087402
26136,3.2.1.31,Heparan Sulfate,Klebsiella pneumoniae,GH1,1,3.52749946072475
26137,3.2.1.31,Heparan Sulfate,Streptomyces scabiei,GH2,1,2.58395741874664
26138,3.2.1.31,Heparan Sulfate,Streptococcus pneumoniae,GH1,1,3.8980096134335898
26139,3.2.1.31,Heparan Sulfate,Colwellia psychrerythraea,GH1,1,2.10908848869395
26140,3.2.1.31,Heparan Sulfate,Erwinia amylovora,GH1,1,2.90156557957192
26141,3.2.1.31,Heparan Sulfate,Clostridium botulinum,GH1,1,4.05397480666556
26142,3.2.1.31,Heparan Sulfate,Escherichia coli,GH1,1,4.951896640835541
26143,3.2.1.31,Heparan Sulfate,Clostridium beijerinckii,GH1,1,4.1721923270502295
26144,3.2.1.31,Heparan Sulfate,Caldicellulosiruptor obsidiansis,GH2,1,3.2322985078661604
26145,3.2.1.31,Heparan Sulfate,Thermoanaerobacter mathranii,GH2,1,3.2122485161532794
26146,3.2.1.31,Heparan Sulfate,Stigmatella aurantiaca,GH2,1,2.8978496090872206
26147,3.2.1.31,Heparan Sulfate,Bacteroides vulgatus,GH2,1,5.9811943271971
26148,3.2.1.31,Heparan Sulfate,Kribbella flavida,GH1,1,2.57475751184268
26149,3.2.1.31,Heparan Sulfate,Escherichia coli,GH2,1,4.951896640835541
26150,3.2.1.31,Heparan Sulfate,Kribbella flavida,GH1,1,2.57475751184268
26151,3.2.1.31,Heparan Sulfate,Cellulomonas flavigena,GH1,1,2.9039297705648304
26152,3.2.1.31,Heparan Sulfate,Clostridium longisporum,GH1,0,1.04014407142335
26153,3.2.1.31,Heparan Sulfate,Actinosynnema mirum,GH2,1,2.69871879128583
26154,3.2.1.31,Heparan Sulfate,Escherichia coli,GH2,1,4.951896640835541
26155,3.2.1.31,Heparan Sulfate,Escherichia coli,GH2,1,4.951896640835541
26156,3.2.1.31,Heparan Sulfate,Shigella boydii,GH2,1,4.46740066481724
26157,3.2.1.31,Heparan Sulfate,Streptomyces griseus,GH2,1,2.6881320451680497
26158,3.2.1.31,Heparan Sulfate,Bacteroides fragilis,GH2,1,5.3304405525083
26159,3.2.1.31,Heparan Sulfate,Atopobium parvulum,GH2,1,3.85293042104056
26160,3.2.1.31,Heparan Sulfate,Leadbetterella byssophila,GH2,1,3.6983600067135
26161,3.2.1.31,Heparan Sulfate,Bifidobacterium longum,GH2,1,5.04975962481765
26162,3.2.1.31,Heparan Sulfate,Bacteroides xylanisolvens,GH2,1,5.75584866860618
26163,3.2.1.31,Heparan Sulfate,Lactobacillus helveticus,GH2,1,4.19120836090101
26164,3.2.1.31,Heparan Sulfate,Shigella flexneri,GH2,1,4.38421820190403
26165,3.2.1.31,Heparan Sulfate,Klebsiella pneumoniae,GH1,1,3.52749946072475
26166,3.2.1.31,Heparan Sulfate,Escherichia coli,GH1,1,4.951896640835541
26167,3.2.1.31,Heparan Sulfate,Jannaschia sp.,GH1,1,2.4605805101828597
26168,3.2.1.31,Heparan Sulfate,Lactococcus garvieae,GH1,1,2.4084693201754304
26169,3.2.1.31,Heparan Sulfate,Clostridioides difficile,GH1,1,5.0399653062844
26170,3.2.1.31,Heparan Sulfate,Dickeya chrysanthemi,GH1,1,2.98593437565945
26171,3.2.1.31,Heparan Sulfate,Saccharophagus degradans,GH2,0,2.10550242228245
26172,3.2.1.31,Heparan Sulfate,Chloroflexus aurantiacus,GH1,1,1.3437634164532801
26173,3.2.1.31,Heparan Sulfate,Lactococcus lactis,GH1,1,4.5353188775982005
26174,3.2.1.31,Heparan Sulfate,Enterobacter lignolyticus,GH1,1,3.96898872706393
26175,3.2.1.31,Heparan Sulfate,Streptococcus uberis,GH1,1,4.2091536391304
26176,3.2.1.31,Heparan Sulfate,Serratia proteamaculans,GH1,1,3.23130925643518
26177,3.2.1.31,Heparan Sulfate,Dictyoglomus thermophilum,GH1,1,2.5979890894941096
26178,3.2.1.31,Heparan Sulfate,Clostridium botulinum,GH1,1,4.05397480666556
26179,3.2.1.31,Heparan Sulfate,Bifidobacterium bifidum,GH2,1,5.0138339650387005
26180,3.2.1.31,Heparan Sulfate,Shigella boydii,GH1,1,4.46740066481724
26181,3.2.1.31,Heparan Sulfate,Escherichia coli,GH1,1,4.951896640835541
26182,3.2.1.31,Heparan Sulfate,Leuconostoc mesenteroides,GH1,1,4.40393892545684
26183,3.2.1.31,Heparan Sulfate,Escherichia coli,GH1,1,4.951896640835541
26184,3.2.1.31,Heparan Sulfate,Lactobacillus acidophilus,GH1,1,4.39104361631789
26185,3.2.1.31,Heparan Sulfate,Frankia inefficax,GH1,1,2.92194199410919
26186,3.2.1.31,Heparan Sulfate,Lactobacillus plantarum,GH1,1,3.4832886780958905
26187,3.2.1.31,Heparan Sulfate,Streptococcus pneumoniae,GH1,1,3.8980096134335898
26188,3.2.1.31,Heparan Sulfate,Listeria monocytogenes,GH1,1,2.6521620634898198
26189,3.2.1.31,Heparan Sulfate,Zunongwangia profunda,GH1,1,3.4931793177685697
26190,3.2.1.31,Heparan Sulfate,Enterobacter sp.,GH1,1,4.15664583602409
26191,3.2.1.31,Heparan Sulfate,Streptomyces ambofaciens,GH1,1,2.5139691602838
26192,3.2.1.31,Heparan Sulfate,Clostridium acetobutylicum,GH1,0,1.97012823445052
26193,3.2.1.31,Heparan Sulfate,Stigmatella aurantiaca,GH1,1,2.8978496090872206
26194,3.2.1.31,Heparan Sulfate,Thermomicrobium roseum,GH1,0,2.0286945113003
26195,3.2.1.31,Heparan Sulfate,Bacillus halodurans,GH1,1,3.3823162016370296
26196,3.2.1.31,Heparan Sulfate,Aliivibrio fischeri,GH1,1,2.14897601291706
26197,3.2.1.31,Heparan Sulfate,Clostridioides difficile,GH1,1,5.0399653062844
26198,3.2.1.31,Heparan Sulfate,Phenylobacterium zucineum,GH1,1,2.8981166034901897
26199,3.2.1.31,Heparan Sulfate,Maribacter sp.,GH2,1,3.44241628507443
26200,3.2.1.31,Heparan Sulfate,Xanthomonas campestris,GH2,1,2.8363215345072503
26201,3.2.1.31,Heparan Sulfate,Lactobacillus crispatus,GH1,1,3.9118347306094905
26202,3.2.1.31,Heparan Sulfate,Cronobacter sakazakii,GH1,1,3.66391710192657
26203,3.2.1.31,Heparan Sulfate,Magnetospirillum magneticum,GH1,1,2.98395455647644
26204,3.2.1.31,Heparan Sulfate,Exiguobacterium sp.,GH1,1,3.6040414012016297
26205,3.2.1.31,Heparan Sulfate,Paenibacillus polymyxa,GH1,1,3.72719395517451
26206,3.2.1.31,Heparan Sulfate,Atopobium parvulum,GH1,1,3.85293042104056
26207,3.2.1.31,Heparan Sulfate,Yersinia enterocolitica,GH1,1,3.2066163388761
26208,3.2.1.31,Heparan Sulfate,Mycoplasma fermentans,GH1,1,2.6551763257787
26209,3.2.1.31,Heparan Sulfate,Bacillus licheniformis,GH1,1,2.9216934811712
26210,3.2.1.31,Heparan Sulfate,Kribbella flavida,GH1,1,2.57475751184268
26211,3.2.1.31,Heparan Sulfate,Sebaldella termitidis,GH1,1,2.8999787863234103
26212,3.2.1.31,Heparan Sulfate,Vibrio campbellii,GH1,1,2.00306092804824
26213,3.2.1.31,Heparan Sulfate,Shigella boydii,GH2,1,4.46740066481724
26214,3.2.1.31,Heparan Sulfate,Bacteroides ovatus,GH2,1,2.54964609981325
26215,3.2.1.31,Heparan Sulfate,[Eubacterium] siraeum,GH2,1,5.238059667251901
26216,3.2.1.31,Heparan Sulfate,Pedobacter heparinus,GH2,1,3.5379439923201095
26217,3.2.1.31,Heparan Sulfate,Streptomyces bingchenggensis,GH2,1,2.54626192656466
26218,3.2.1.31,Heparan Sulfate,Shigella sonnei,GH2,1,4.50932433034907
26219,3.2.1.31,Heparan Sulfate,Thermotoga neapolitana,GH2,1,2.1948962941343
26220,3.2.1.31,Heparan Sulfate,Streptococcus thermophilus,GH2,1,3.2381812750938703
26221,3.2.1.31,Heparan Sulfate,Escherichia coli,GH2,1,4.951896640835541
26222,3.2.1.31,Heparan Sulfate,Rhizobium leguminosarum,GH2,1,2.7656644968592
26223,3.2.1.31,Heparan Sulfate,Thermotoga petrophila,GH2,0,1.9066184025601203
26224,3.2.1.31,Heparan Sulfate,Bacteroides fragilis,GH2,1,5.3304405525083
26225,3.2.1.31,Heparan Sulfate,Bifidobacterium bifidum,GH2,1,5.0138339650387005
26226,3.2.1.31,Heparan Sulfate,Lactobacillus paracasei,GH1,1,4.03996324087402
26227,3.2.1.31,Heparan Sulfate,Sorangium cellulosum,GH1,1,2.50258378723307
26228,3.2.1.31,Heparan Sulfate,Frankia sp.,GH2,1,2.89027335739317
26229,3.2.1.31,Heparan Sulfate,Bifidobacterium dentium,GH2,1,4.76672559141973
26230,3.2.1.31,Heparan Sulfate,Saccharophagus degradans,GH2,0,2.10550242228245
26231,3.2.1.31,Heparan Sulfate,Paenibacillus sp.,GH2,1,3.71630119162046
26232,3.2.1.31,Heparan Sulfate,Bacteroides thetaiotaomicron,GH2,1,5.668359111645381
26233,3.2.1.31,Heparan Sulfate,Treponema denticola,GH2,1,4.10971906095181
26234,3.2.1.31,Heparan Sulfate,Clostridium saccharolyticum,GH2,1,5.056490176339469
26235,3.2.1.31,Heparan Sulfate,Rhizobium etli,GH2,1,2.8013917811185403
26236,3.2.1.31,Heparan Sulfate,[Eubacterium] siraeum,GH2,1,5.238059667251901
26237,3.2.1.31,Heparan Sulfate,Bacteroides fragilis,GH2,1,5.3304405525083
26238,3.2.1.31,Heparan Sulfate,Escherichia coli,GH2,1,4.951896640835541
26239,3.2.1.31,Heparan Sulfate,Zunongwangia profunda,GH2,1,3.4931793177685697
26240,3.2.1.31,Heparan Sulfate,Escherichia coli,GH1,1,4.951896640835541
