,taxa,CAZy.ID,pathway_capacity,pathway_completeness_abundance
25689,Bacillus selenitireducens,GH2,3.3810573117543705,1
25690,Bifidobacterium adolescentis,GH2,5.563837622076888,1
25691,Bacteroides fragilis,GH2,5.3304405525083,1
25692,Novosphingobium aromaticivorans,GH2,0.7665646972674259,0
25693,Erwinia billingiae,GH1,3.24703768471526,1
25694,Bifidobacterium dentium,GH2,4.76672559141973,1
25695,Clavibacter michiganensis,GH2,3.01942261166098,1
25696,Escherichia coli,GH1,4.951896640835541,1
25697,Enterobacter cloacae,GH2,2.1789256264175503,1
25698,Escherichia coli,GH1,4.951896640835541,1
25699,Opitutus terrae,GH1,2.84900016087073,1
25700,Bacteroides fragilis,GH2,5.3304405525083,1
25701,Caldicellulosiruptor kronotskyensis,GH2,3.16266917664214,1
25702,Lactobacillus amylovorus,GH2,4.65159310797398,1
25703,Bifidobacterium longum,GH2,5.04975962481765,1
25704,Bacteroides fragilis,GH2,5.3304405525083,1
25705,Bacteroides thetaiotaomicron,GH2,5.6683591116453815,1
25706,Maribacter sp.,CBM57,3.44241628507443,1
25707,Methylorubrum extorquens,CBM57,2.89049977945186,1
25708,Zunongwangia profunda,GH2,3.4931793177685697,1
25709,Butyrivibrio proteoclasticus,GH2,4.21337592324907,1
25710,Paenibacillus sp.,GH2,3.71630119162046,1
25711,Alistipes shahii,GH2,5.50700483183818,1
25712,Escherichia coli,GH2,4.951896640835541,1
25713,Bacteroides vulgatus,GH2,5.9811943271971,1
25714,Escherichia coli,GH2,4.951896640835541,1
25715,Paenibacillus sp.,GH2,3.71630119162046,1
25716,Clostridium perfringens,GH2,4.09243971490905,1
25717,Caldicellulosiruptor hydrothermalis,GH2,3.0839060662181,1
25718,Streptomyces scabiei,GH2,2.58395741874664,1
25719,Parabacteroides distasonis,GH2,5.50032629968351,1
25720,Halanaerobium hydrogeniformans,GH2,3.44230573458792,1
25721,Escherichia coli,GH2,4.951896640835541,1
25722,Lactobacillus delbrueckii,GH1,4.3305389815812,1
25723,Bacillus mycoides,GH1,3.13488240816725,1
25724,Escherichia fergusonii,GH1,4.30102444441487,1
25725,Tolumonas auensis,GH2,3.24843799061678,1
25726,Bacteroides vulgatus,GH2,5.9811943271971,1
25727,Desulfovibrio magneticus,GH2,3.22971069523477,1
25728,Listeria monocytogenes,GH1,2.65216206348982,1
25729,Pediococcus pentosaceus,GH1,3.7004506767350094,1
25730,Streptococcus pyogenes,GH1,4.64590972834113,1
25731,Kitasatospora setae,GH1,2.897849609087221,1
25732,Rhodococcus jostii,GH1,2.7436114990081,1
25733,Lactobacillus plantarum,GH1,3.4832886780958905,1
25734,Thermoanaerobacter mathranii,GH1,3.2122485161532794,1
25735,Dickeya paradisiaca,GH1,3.0187193215555603,1
25736,Bacteroides vulgatus,GH2,5.9811943271971,1
25737,Paenibacillus sp.,GH2,3.71630119162046,1
25738,Prevotella ruminicola,GH2,4.4647447951226695,1
25739,Porphyromonas gingivalis,GH2,4.20321558316002,1
25740,[Ruminococcus] torques,GH2,5.49545959111035,1
25741,Streptococcus pyogenes,GH2,4.64590972834113,1
25742,Bacteroides thetaiotaomicron,GH2,5.6683591116453815,1
25743,Saccharopolyspora erythraea,GH2,2.8299543305236,1
25744,Roseiflexus castenholzii,GH2,1.70877001960827,1
25745,Streptomyces scabiei,GH2,2.58395741874664,1
25746,Thermotoga petrophila,GH1,1.9066184025601205,0
25747,Streptococcus pneumoniae,GH1,3.8980096134335898,1
25748,Listeria welshimeri,GH1,3.16498709255384,1
25749,Roseburia intestinalis,GH2,5.494855325243268,1
25750,Bacteroides vulgatus,GH2,5.9811943271971,1
25751,Actinosynnema mirum,GH2,2.69871879128583,1
25752,Listeria welshimeri,GH1,3.16498709255384,1
25753,Streptomyces scabiei,GH1,2.58395741874664,1
25754,Gloeobacter violaceus,GH1,2.99179354186849,1
25755,Streptococcus dysgalactiae,GH1,3.64352502583433,1
25756,Thermobifida fusca,GH1,2.48942135648339,1
25757,Nocardiopsis dassonvillei,GH2,2.73171608767385,1
25758,Lactobacillus acidophilus,GH2,4.39104361631789,1
25759,Agathobacter rectalis,GH2,5.641970263140482,1
25760,Actinosynnema mirum,GH2,2.69871879128583,1
25761,Paenibacillus sp.,GH2,3.71630119162046,1
25762,Streptococcus pneumoniae,GH2,3.8980096134335898,1
25763,Bacteroides fragilis,GH2,5.3304405525083,1
25764,Enterobacter lignolyticus,GH2,3.96898872706393,1
25765,Bifidobacterium breve,GH1,4.5510137115422005,1
25766,Serratia proteamaculans,GH1,3.23130925643518,1
25767,Listeria welshimeri,GH1,3.16498709255384,1
25768,Streptococcus pneumoniae,GH1,3.8980096134335898,1
25769,Koribacter versatilis,GH2,2.8713096971713297,1
25770,Streptococcus pneumoniae,GH2,3.8980096134335898,1
25771,Vibrio campbellii,GH1,2.00306092804824,1
25772,Flavobacterium johnsoniae,GH2,3.52515534105155,1
25773,Propionibacterium freudenreichii,GH2,3.7468680293962207,1
25774,Klebsiella pneumoniae,GH2,3.52749946072475,1
25775,Dickeya paradisiaca,GH2,3.0187193215555603,1
25776,Cyanothece sp.,GH2,2.72078853997426,1
25777,Streptococcus pyogenes,GH2,4.64590972834113,1
25778,Parabacteroides distasonis,GH2,5.50032629968351,1
25779,Bacteroides fragilis,GH2,5.3304405525083,1
25780,Deinococcus deserti,GH2,2.96358529524272,1
25781,Bacteroides xylanisolvens,GH2,5.75584866860618,1
25782,Roseiflexus castenholzii,GH2,1.70877001960827,1
25783,Solibacter usitatus,GH2,3.69438217630694,1
25784,Bacteroides fragilis,GH2,5.3304405525083,1
25785,Teredinibacter turnerae,GH30,2.45569995384992,1
25786,Methylorubrum extorquens,CBM57,2.89049977945186,1
25787,Agrobacterium vitis,GH1,2.8615005231949704,1
25788,Streptococcus dysgalactiae,GH2,3.64352502583433,1
25789,Prevotella melaninogenica,GH2,4.645622238327031,1
25790,Azospirillum sp.,GH1,2.54965315620596,1
25791,Thermobispora bispora,GH1,2.60300281926376,1
25792,Clavibacter michiganensis,GH1,3.01942261166098,1
25793,Staphylococcus aureus,GH1,3.2538166819417103,1
25794,Bacillus clausii,GH1,3.12221444682512,1
25795,Shigella flexneri,GH1,4.38421820190403,1
25796,Lactobacillus sakei,GH1,3.9063651650561,1
25797,Escherichia coli,GH1,4.951896640835541,1
25798,Clostridium saccharolyticum,GH2,5.0564901763394685,1
25799,Bacteroides thetaiotaomicron,GH2,5.6683591116453815,1
25800,Lactobacillus acidophilus,GH1,4.39104361631789,1
25801,Pectobacterium carotovorum,GH1,3.14644261114384,1
25802,Escherichia coli,GH1,4.951896640835541,1
25803,Paenibacillus polymyxa,GH1,3.72719395517451,1
25804,Streptococcus pyogenes,GH1,4.64590972834113,1
25805,Dictyoglomus thermophilum,GH2,2.5979890894941096,1
25806,Geobacillus sp.,GH2,3.64830473035353,1
25807,Streptomyces bingchenggensis,GH2,2.54626192656466,1
25808,Escherichia coli,GH2,4.951896640835541,1
25809,Lactococcus lactis,GH1,4.5353188775982005,1
25810,Streptomyces bingchenggensis,GH1,2.54626192656466,1
25811,Listeria innocua,GH1,2.6429376335742103,1
25812,Clostridium saccharolyticum,GH1,5.0564901763394685,1
25813,Caulobacter vibrioides,GH1,1.9162779536232,1
25814,Escherichia coli,GH2,4.951896640835541,1
25815,Bacteroides vulgatus,GH2,5.9811943271971,1
25816,Streptosporangium roseum,GH1,2.7452359403686297,1
25817,Haemophilus somnus,GH2,3.1772740401616097,1
25818,Flavobacterium johnsoniae,GH2,3.52515534105155,1
25819,Deinococcus deserti,GH2,2.96358529524272,1
25820,Oenococcus oeni,GH1,3.61026157516056,1
25821,Bacteroides xylanisolvens,GH2,5.75584866860618,1
25822,Escherichia coli,GH2,4.951896640835541,1
25823,Geobacillus sp.,GH2,3.64830473035353,1
25824,Eubacterium eligens,GH2,5.232516295561268,1
25825,Dyadobacter fermentans,GH30,3.41798356307307,1
25826,Photorhabdus laumondii,GH30,2.24842213775397,1
25827,Halanaerobium praevalens,GH2,3.10914822457602,1
25828,Koribacter versatilis,GH30,2.8713096971713297,1
25829,Enterococcus faecalis,GH1,4.49339211643988,1
25830,Clostridium saccharolyticum,GH1,5.0564901763394685,1
25831,Escherichia coli,GH1,4.951896640835541,1
25832,Sebaldella termitidis,GH1,2.8999787863234103,1
25833,Caldicellulosiruptor owensensis,GH1,3.1050775947591096,1
25834,Frankia alni,GH30,2.65094769406345,1
25835,Rhodoferax ferrireducens,GH30,2.97610080853971,1
25836,Bacteroides thetaiotaomicron,GH30,5.6683591116453815,1
25837,Paludibacter propionicigenes,GH30,3.91016074253106,1
25838,Escherichia coli,GH2,4.951896640835541,1
25839,Escherichia coli,GH2,4.951896640835541,1
25840,Streptomyces sp.,GH2,0.35183902419998,0
25841,Salmonella paratyphi,GH1,3.41448153513709,1
25842,Clostridioides difficile,GH1,5.0399653062844,1
25843,Butyrivibrio proteoclasticus,GH30,4.21337592324907,1
25844,Bifidobacterium breve,GH30,4.5510137115422005,1
25845,Zunongwangia profunda,GH30,3.4931793177685697,1
25846,Agathobacter rectalis,GH1,5.641970263140482,1
25847,Methylacidiphilum infernorum,GH1,1.89473619808297,0
25848,Clostridium beijerinckii,GH1,4.1721923270502295,1
25849,Photorhabdus laumondii,GH1,2.24842213775397,1
25850,Parabacteroides distasonis,GH30,5.50032629968351,1
25851,Sanguibacter keddieii,GH30,2.85570130833601,1
25852,Paludibacter propionicigenes,GH30,3.91016074253106,1
25853,Bacillus pumilus,GH30,3.24867068188371,1
25854,Chitinophaga pinensis,GH30,3.13218186064423,1
25855,Spirosoma linguale,GH30,3.53504920678062,1
25856,Escherichia coli,GH2,4.951896640835541,1
25857,Zunongwangia profunda,GH2,3.4931793177685697,1
25858,Roseiflexus sp.,GH2,2.09240583754019,1
25859,Rhodothermus marinus,GH2,2.50252931146558,1
25860,Erwinia billingiae,GH2,3.24703768471526,1
25861,Solibacter usitatus,CBM57,3.69438217630694,1
25862,Coraliomargarita akajimensis,CBM57,3.0183552613307403,1
25863,Escherichia coli,GH2,4.951896640835541,1
25864,Streptomyces scabiei,GH2,2.58395741874664,1
25865,Dictyoglomus turgidum,GH2,2.6981981026454003,1
25866,Frankia sp.,GH2,2.89027335739317,1
25867,Stigmatella aurantiaca,GH30,2.897849609087221,1
25868,Novosphingobium aromaticivorans,GH79,0.7665646972674259,0
25869,Catenulispora acidiphila,GH79,2.8865341235953905,1
25870,Brachybacterium faecium,GH79,2.32273342410733,1
25871,Burkholderia pseudomallei,GH79,3.9321976701050496,1
25872,Sediminispirochaeta smaragdinae,GH79,4.1006158951343,1
25873,Solibacter usitatus,GH79,3.69438217630694,1
25874,Teredinibacter turnerae,GH79,2.45569995384992,1
25875,Opitutus terrae,GH2,2.84900016087073,1
25876,Methylovorus glucosetrophus,GH2,3.19722448460198,1
25877,Pedobacter heparinus,GH2,3.537943992320109,1
25878,Zunongwangia profunda,GH2,3.4931793177685697,1
25879,Escherichia coli,GH2,4.951896640835541,1
25880,Burkholderia pseudomallei,GH79,3.9321976701050496,1
25881,Lachnoclostridium phytofermentans,GH2,4.4406206293143,1
25882,Shigella boydii,GH2,4.46740066481724,1
25883,Anaerococcus prevotii,GH2,3.5784568430054504,1
25884,Escherichia coli,GH2,4.951896640835541,1
25885,Acaryochloris marina,GH1,2.38386392314423,1
25886,Agrobacterium fabrum,GH2,2.6269014564887203,1
25887,Frankia sp.,GH2,2.89027335739317,1
25888,Caldicellulosiruptor saccharolyticus,GH2,3.08250230944543,1
25889,Ruminococcus champanellensis,GH2,5.0062965603294005,1
25890,Streptomyces scabiei,GH1,2.58395741874664,1
25891,Xanthomonas campestris,GH2,2.8363215345072503,1
25892,Staphylococcus aureus,GH1,3.2538166819417103,1
25893,Thermobispora bispora,GH1,2.60300281926376,1
25894,Nakamurella multipartita,GH1,2.61757467666433,1
25895,Cronobacter sakazakii,GH2,3.66391710192657,1
25896,Streptococcus uberis,GH2,4.2091536391304,1
25897,Bifidobacterium longum,GH2,5.04975962481765,1
25898,Sanguibacter keddieii,GH2,2.85570130833601,1
25899,Streptococcus pyogenes,GH1,4.64590972834113,1
25900,Actinosynnema mirum,GH1,2.69871879128583,1
25901,Bradyrhizobium diazoefficiens,GH1,3.16683422685352,1
25902,Butyrivibrio proteoclasticus,GH2,4.21337592324907,1
25903,Brachybacterium faecium,GH2,2.32273342410733,1
25904,Bacteroides fragilis,GH2,5.3304405525083,1
25905,Dictyoglomus turgidum,GH2,2.6981981026454003,1
25906,Escherichia coli,GH2,4.951896640835541,1
25907,Bacillus licheniformis,GH1,2.9216934811712,1
25908,Streptococcus thermophilus,GH2,3.2381812750938703,1
25909,Sorangium cellulosum,GH2,2.50258378723307,1
25910,Lactobacillus brevis,GH1,3.4752309915170803,1
25911,Escherichia fergusonii,GH1,4.30102444441487,1
25912,Aeromonas salmonicida,GH1,2.9701192247966404,1
25913,Streptomyces scabiei,GH1,2.58395741874664,1
25914,Escherichia coli,GH2,4.951896640835541,1
25915,Frankia sp.,GH2,2.89027335739317,1
25916,Rhizobium leguminosarum,GH2,2.7656644968592,1
25917,Roseburia intestinalis,GH2,5.494855325243268,1
25918,Geobacillus sp.,GH2,3.64830473035353,1
25919,Spirosoma linguale,GH1,3.53504920678062,1
25920,Clostridioides difficile,GH1,5.0399653062844,1
25921,Shigella dysenteriae,GH2,4.38956589949009,1
25922,Ruminiclostridium cellulolyticum,GH2,4.26150962751106,1
25923,Bifidobacterium longum,GH2,5.04975962481765,1
25924,Flavobacterium johnsoniae,GH2,3.52515534105155,1
25925,Solibacter usitatus,GH2,3.69438217630694,1
25926,Chloroflexus aggregans,GH1,1.31625930423364,1
25927,Thermotoga naphthophila,GH1,2.30188335116755,1
25928,Rhodobacter sphaeroides,GH1,2.42388557621298,1
25929,Lactococcus lactis,GH1,4.5353188775982005,1
25930,Acidobacterium capsulatum,GH2,2.32592530880298,1
25931,Citrobacter koseri,GH2,4.49522342533549,1
25932,Gramella forsetii,GH2,3.3118484505669703,1
25933,Streptomyces fungicidicus,GH2,2.44014972957512,1
25934,Escherichia coli,GH2,4.951896640835541,1
25935,Streptomyces griseus,GH1,2.6881320451680497,1
25936,Streptococcus pyogenes,GH1,4.64590972834113,1
25937,Geobacter bemidjiensis,GH1,2.99333607056611,1
25938,Streptomyces scabiei,GH2,2.58395741874664,1
25939,Rhodopseudomonas palustris,GH1,2.9869192115646803,1
25940,Agrobacterium fabrum,GH1,2.6269014564887203,1
25941,Bacteroides thetaiotaomicron,GH2,5.6683591116453815,1
25942,Escherichia coli,GH2,4.951896640835541,1
25943,Bifidobacterium dentium,GH1,4.76672559141973,1
25944,Streptococcus pyogenes,GH1,4.64590972834113,1
25945,Shigella flexneri,GH1,4.38421820190403,1
25946,Streptococcus pyogenes,GH1,4.64590972834113,1
25947,Lactobacillus sakei,GH1,3.9063651650561,1
25948,Stackebrandtia nassauensis,GH1,2.7054078848331,1
25949,Sebaldella termitidis,GH1,2.8999787863234103,1
25950,Ruminiclostridium cellulolyticum,GH30,4.26150962751106,1
25951,Bacillus licheniformis,GH1,2.9216934811712,1
25952,Caldicellulosiruptor bescii,GH1,3.125737390813589,1
25953,Nakamurella multipartita,GH1,2.61757467666433,1
25954,Tolumonas auensis,GH1,3.24843799061678,1
25955,Kitasatospora setae,GH1,2.897849609087221,1
25956,Streptococcus uberis,GH1,4.2091536391304,1
25957,Chloroflexus aurantiacus,GH1,1.34376341645328,1
25958,Lachnoclostridium phytofermentans,GH1,4.4406206293143,1
25959,Bacteroides xylanisolvens,GH30,5.75584866860618,1
25960,Conexibacter woesei,GH30,2.9921799492336603,1
25961,Catenulispora acidiphila,GH30,2.8865341235953905,1
25962,Haliangium ochraceum,GH30,2.9062750286402403,1
25963,Sanguibacter keddieii,GH30,2.85570130833601,1
25964,Butyrivibrio proteoclasticus,GH2,4.21337592324907,1
25965,Saccharophagus degradans,GH2,2.10550242228245,0
25966,Escherichia coli,GH2,4.951896640835541,1
25967,Acholeplasma laidlawii,GH30,3.5210631121610296,1
25968,Bacteroides thetaiotaomicron,GH30,5.6683591116453815,1
25969,Lachnoclostridium phytofermentans,GH30,4.4406206293143,1
25970,Bifidobacterium animalis,GH30,4.3260319423846205,1
25971,Leptotrichia buccalis,GH1,3.23467462200215,1
25972,Exiguobacterium sp.,GH1,3.6040414012016297,1
25973,Shewanella amazonensis,GH1,2.21211605016398,1
25974,Faecalibacterium prausnitzii,GH1,5.70310455655676,1
25975,Streptococcus pneumoniae,GH1,3.8980096134335898,1
25976,Streptomyces coelicolor,GH2,1.75848197891152,1
25977,Lactobacillus acidophilus,GH2,4.39104361631789,1
25978,Fibrobacter succinogenes,GH2,3.40359112339068,1
25979,Salmonella gallinarum,GH1,3.38467302358042,1
25980,Thermoanaerobacter pseudethanolicus,GH1,3.37065589369722,1
25981,Salmonella agona,GH1,3.5887480315113,1
25982,Tolumonas auensis,GH1,3.24843799061678,1
25983,Streptococcus pneumoniae,GH1,3.8980096134335898,1
25984,Methylorubrum extorquens,CBM57,2.89049977945186,1
25985,Bacteroides xylanisolvens,CBM57,5.75584866860618,1
25986,Leadbetterella byssophila,CBM57,3.6983600067135,1
25987,Micromonospora aurantiaca,CBM57,2.65674751315687,1
25988,Burkholderia pseudomallei,GH79,3.9321976701050496,1
25989,Clostridium beijerinckii,GH2,4.1721923270502295,1
25990,Vibrio cholerae,GH2,2.40198353735233,1
25991,Burkholderia sp.,GH2,3.1851209730448105,1
25992,Agrobacterium radiobacter,GH2,2.77307739788969,1
25993,Kineococcus radiotolerans,GH2,3.03645741994958,1
25994,Bacteroides thetaiotaomicron,GH2,5.6683591116453815,1
25995,Shigella sp.,GH2,1.5658355985439,1
25996,Frankia inefficax,GH2,2.92194199410919,1
25997,Sanguibacter keddieii,GH2,2.85570130833601,1
25998,Geobacillus sp.,GH2,3.64830473035353,1
25999,Streptococcus sanguinis,GH1,4.26066005904769,1
26000,Clostridium botulinum,GH1,4.05397480666556,1
26001,Streptomyces coelicolor,GH2,1.75848197891152,1
26002,[Ruminococcus] torques,GH2,5.49545959111035,1
26003,Bacteroides fragilis,GH2,5.3304405525083,1
26004,Dyadobacter fermentans,GH2,3.41798356307307,1
26005,Brevundimonas subvibrioides,GH2,2.5254862740124504,1
26006,Gramella forsetii,GH2,3.3118484505669703,1
26007,Xanthomonas axonopodis,GH2,1.90226110578444,1
26008,Xanthomonas axonopodis,GH2,1.90226110578444,1
26009,Nocardioides sp.,GH1,2.5287326529694303,1
26010,Clostridioides difficile,GH1,5.0399653062844,1
26011,Bacillus subtilis,GH1,3.02064923105006,1
26012,Burkholderia ambifaria,GH1,2.82251976837784,1
26013,Escherichia coli,GH2,4.951896640835541,1
26014,Butyrivibrio fibrisolvens,GH2,4.0796753423388,1
26015,Vibrio vulnificus,GH2,1.6258698866676202,0
26016,Pectobacterium carotovorum,GH1,3.14644261114384,1
26017,Dickeya dadantii,GH1,3.17305321355402,1
26018,Thermotoga petrophila,GH2,1.9066184025601205,0
26019,Clostridium acetobutylicum,GH1,1.97012823445052,0
26020,Frankia sp.,GH1,2.89027335739317,1
26021,Bacteroides fragilis,GH2,5.3304405525083,1
26022,Spirosoma linguale,GH2,3.53504920678062,1
26023,Listeria welshimeri,GH1,3.16498709255384,1
26024,Streptococcus pyogenes,GH1,4.64590972834113,1
26025,Micromonospora aurantiaca,GH1,2.65674751315687,1
26026,Meiothermus ruber,GH1,2.37522657570226,1
26027,Streptococcus dysgalactiae,GH2,3.64352502583433,1
26028,Streptococcus thermophilus,GH2,3.2381812750938703,1
26029,Bifidobacterium bifidum,GH2,5.0138339650387005,1
26030,Shigella boydii,GH2,4.46740066481724,1
26031,Escherichia coli,GH2,4.951896640835541,1
26032,Bacillus velezensis,GH1,3.00759183073709,1
26033,Escherichia coli,GH1,4.951896640835541,1
26034,Rhodopseudomonas palustris,GH1,2.9869192115646803,1
26035,Dyadobacter fermentans,GH1,3.41798356307307,1
26036,Hahella chejuensis,GH1,2.20484460903575,0
26037,Escherichia coli,GH2,4.951896640835541,1
26038,Geobacillus sp.,GH2,3.64830473035353,1
26039,Rhizobium leguminosarum,GH2,2.7656644968592,1
26040,Bacteroides thetaiotaomicron,GH2,5.6683591116453815,1
26041,Coraliomargarita akajimensis,GH2,3.0183552613307403,1
26042,Clostridium saccharolyticum,GH2,5.0564901763394685,1
26043,Cupriavidus necator,GH2,2.92002847559825,1
26044,Streptococcus thermophilus,GH2,3.2381812750938703,1
26045,Lactobacillus plantarum,GH2,3.4832886780958905,1
26046,Escherichia coli,GH2,4.951896640835541,1
26047,Novosphingobium aromaticivorans,GH2,0.7665646972674259,0
26048,Escherichia coli,GH2,4.951896640835541,1
26049,Faecalibacterium prausnitzii,GH2,5.70310455655676,1
26050,Thermotoga naphthophila,GH2,2.30188335116755,1
26051,Escherichia coli,GH2,4.951896640835541,1
26052,Xanthomonas campestris,GH2,2.8363215345072503,1
26053,Klebsiella pneumoniae,GH2,3.52749946072475,1
26054,Lactobacillus delbrueckii,GH2,4.3305389815812,1
26055,Faecalibacterium prausnitzii,GH2,5.70310455655676,1
26056,Streptococcus equi,GH2,3.49121082104918,1
26057,Burkholderia pseudomallei,GH2,3.9321976701050496,1
26058,Cupriavidus pinatubonensis,GH2,3.1646627409203303,1
26059,Escherichia coli,GH2,4.951896640835541,1
26060,Caldicellulosiruptor saccharolyticus,GH2,3.08250230944543,1
26061,Caldanaerobacter subterraneus,GH1,3.090958877189129,1
26062,Rhodobacter sphaeroides,GH1,2.42388557621298,1
26063,Bacteroides thetaiotaomicron,GH2,5.6683591116453815,1
26064,Clostridium beijerinckii,GH1,4.1721923270502295,1
26065,Shewanella baltica,GH1,2.27325869503842,1
26066,Streptomyces scabiei,GH1,2.58395741874664,1
26067,Spirochaeta thermophila,GH1,3.4127553157188304,1
26068,Clostridium botulinum,GH1,4.05397480666556,1
26069,Bradyrhizobium diazoefficiens,GH1,3.16683422685352,1
26070,Lactococcus lactis,GH1,4.5353188775982005,1
26071,Enterobacter sp.,GH1,4.15664583602409,1
26072,Bacillus subtilis,GH30,3.02064923105006,1
26073,Lachnoclostridium phytofermentans,GH30,4.4406206293143,1
26074,Catenulispora acidiphila,GH30,2.8865341235953905,1
26075,Saccharophagus degradans,GH30,2.10550242228245,0
26076,Ruminococcus champanellensis,GH30,5.0062965603294005,1
26077,Edwardsiella tarda,GH1,3.1490097081871404,1
26078,Sanguibacter keddieii,GH1,2.85570130833601,1
26079,Salinispora tropica,GH1,2.51207408270967,1
26080,Klebsiella pneumoniae,GH1,3.52749946072475,1
26081,Nakamurella multipartita,GH1,2.61757467666433,1
26082,Enterobacter sp.,GH1,4.15664583602409,1
26083,Sanguibacter keddieii,GH1,2.85570130833601,1
26084,Bacteroides fragilis,GH2,5.3304405525083,1
26085,Bacillus subtilis,GH1,3.02064923105006,1
26086,Dickeya dadantii,GH1,3.17305321355402,1
26087,Rhizobium meliloti,GH1,2.88751945185931,1
26088,Bacteroides fragilis,GH2,5.3304405525083,1
26089,Jonesia denitrificans,GH1,2.93633819016084,1
26090,Shewanella denitrificans,GH1,2.0601538666330304,0
26091,Enterobacter sp.,GH1,4.15664583602409,1
26092,Streptococcus dysgalactiae,GH1,3.64352502583433,1
26093,Salinispora arenicola,GH1,2.4616967147545896,1
26094,Lactobacillus rhamnosus,GH1,0.908508323182048,0
26095,Sphingopyxis alaskensis,GH2,2.50144259340225,1
26096,Lactobacillus crispatus,GH1,3.9118347306094905,1
26097,Curvibacter putative,GH1,1.1399142828274,0
26098,Salmonella choleraesuis,GH1,3.39968317192766,1
26099,Lactococcus lactis,GH1,4.5353188775982005,1
26100,Enterobacter sp.,GH1,4.15664583602409,1
26101,Clavibacter michiganensis,GH1,3.01942261166098,1
26102,Escherichia coli,GH1,4.951896640835541,1
26103,Meiothermus ruber,GH1,2.37522657570226,1
26104,Lactobacillus plantarum,GH1,3.4832886780958905,1
26105,Pectobacterium carotovorum,GH1,3.14644261114384,1
26106,Arthrobacter sp.,GH1,2.78892272476573,1
26107,Herpetosiphon aurantiacus,GH1,2.46721973706614,1
26108,Paenibacillus polymyxa,GH1,3.72719395517451,1
26109,Rhizobium etli,GH2,2.8013917811185403,1
26110,Beutenbergia cavernae,GH2,2.7427122192020805,1
26111,Kocuria rhizophila,GH2,2.82945570595365,1
26112,Yersinia pestis,GH2,3.43316780461944,1
26113,Listeria welshimeri,GH1,3.16498709255384,1
26114,Streptococcus suis,GH1,4.75869111023251,1
26115,Lactococcus lactis,GH1,4.5353188775982005,1
26116,Chloroherpeton thalassium,GH2,1.73046928231652,0
26117,Roseburia intestinalis,GH2,5.494855325243268,1
26118,Chitinophaga pinensis,GH2,3.13218186064423,1
26119,Escherichia coli,GH2,4.951896640835541,1
26120,Roseburia intestinalis,GH2,5.494855325243268,1
26121,Ruminococcus champanellensis,GH1,5.0062965603294005,1
26122,Listeria welshimeri,GH1,3.16498709255384,1
26123,Rhodobacter sphaeroides,GH1,2.42388557621298,1
26124,Clostridium beijerinckii,GH1,4.1721923270502295,1
26125,Lactococcus lactis,GH1,4.5353188775982005,1
26126,Streptococcus pneumoniae,GH1,3.8980096134335898,1
26127,Streptococcus suis,GH1,4.75869111023251,1
26128,Tolumonas auensis,GH1,3.24843799061678,1
26129,Pseudarthrobacter chlorophenolicus,GH1,2.7413600039242594,1
26130,Mesoplasma florum,GH1,3.52674967225101,1
26131,Gloeobacter violaceus,GH1,2.99179354186849,1
26132,Sorangium cellulosum,GH1,2.50258378723307,1
26133,Desulfotalea psychrophila,GH1,3.1982730430209907,1
26134,Rhodoferax ferrireducens,GH1,2.97610080853971,1
26135,Lactobacillus paracasei,GH1,4.03996324087402,1
26136,Klebsiella pneumoniae,GH1,3.52749946072475,1
26137,Streptomyces scabiei,GH2,2.58395741874664,1
26138,Streptococcus pneumoniae,GH1,3.8980096134335898,1
26139,Colwellia psychrerythraea,GH1,2.10908848869395,1
26140,Erwinia amylovora,GH1,2.90156557957192,1
26141,Clostridium botulinum,GH1,4.05397480666556,1
26142,Escherichia coli,GH1,4.951896640835541,1
26143,Clostridium beijerinckii,GH1,4.1721923270502295,1
26144,Caldicellulosiruptor obsidiansis,GH2,3.2322985078661604,1
26145,Thermoanaerobacter mathranii,GH2,3.2122485161532794,1
26146,Stigmatella aurantiaca,GH2,2.897849609087221,1
26147,Bacteroides vulgatus,GH2,5.9811943271971,1
26148,Kribbella flavida,GH1,2.57475751184268,1
26149,Escherichia coli,GH2,4.951896640835541,1
26150,Kribbella flavida,GH1,2.57475751184268,1
26151,Cellulomonas flavigena,GH1,2.9039297705648304,1
26152,Clostridium longisporum,GH1,1.04014407142335,0
26153,Actinosynnema mirum,GH2,2.69871879128583,1
26154,Escherichia coli,GH2,4.951896640835541,1
26155,Escherichia coli,GH2,4.951896640835541,1
26156,Shigella boydii,GH2,4.46740066481724,1
26157,Streptomyces griseus,GH2,2.6881320451680497,1
26158,Bacteroides fragilis,GH2,5.3304405525083,1
26159,Atopobium parvulum,GH2,3.85293042104056,1
26160,Leadbetterella byssophila,GH2,3.6983600067135,1
26161,Bifidobacterium longum,GH2,5.04975962481765,1
26162,Bacteroides xylanisolvens,GH2,5.75584866860618,1
26163,Lactobacillus helveticus,GH2,4.19120836090101,1
26164,Shigella flexneri,GH2,4.38421820190403,1
26165,Klebsiella pneumoniae,GH1,3.52749946072475,1
26166,Escherichia coli,GH1,4.951896640835541,1
26167,Jannaschia sp.,GH1,2.46058051018286,1
26168,Lactococcus garvieae,GH1,2.4084693201754304,1
26169,Clostridioides difficile,GH1,5.0399653062844,1
26170,Dickeya chrysanthemi,GH1,2.98593437565945,1
26171,Saccharophagus degradans,GH2,2.10550242228245,0
